taxid,input_term,domain,kingdom,phylum,class,order,family,genus,species
759874,uncultured_Nitrososphaera_sp,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,s__uncultured_Nitrososphaera_sp
2591838,Asgard_group_archaeon,d__Archaea,k__Archaea,p__Asgard_group_archaeon__S+,c__Asgard_group_archaeon__S+,o__Asgard_group_archaeon__S+,f__Asgard_group_archaeon__S+,g__Asgard_group_archaeon__S+,s__Asgard_group_archaeon
1379040,Halobellus_ramosii,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halobellus,s__Halobellus_ramosii
2268197,Nitrososphaerales_archaeon,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaerales_archaeon__S+,g__Nitrososphaerales_archaeon__S+,s__Nitrososphaerales_archaeon
1434113,Methanosarcina_mazei_C16,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_mazei
1765057,Halobacterium_sp_CBA1132,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium_sp_CBA1132
1638246,Thermococcus_sp_ES12,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_sp_ES12
1487865,Halovivax_cerinus,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halovivax,s__Halovivax_cerinus
575195,Haloarcula_salaria,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_salaria
1679083,Natrarchaeobius_chitinivorans,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrarchaeobius,s__Natrarchaeobius_chitinivorans
2093792,Candidatus_Aenigmarchaeota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Aenigmarchaeota,c__Candidatus_Aenigmarchaeota_archaeon__S+,o__Candidatus_Aenigmarchaeota_archaeon__S+,f__Candidatus_Aenigmarchaeota_archaeon__S+,g__Candidatus_Aenigmarchaeota_archaeon__S+,s__Candidatus_Aenigmarchaeota_archaeon
573064,Methanocaldococcus_fervens_AG86,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus,s__Methanocaldococcus_fervens
1380430,Halolamina_rubra,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halolamina,s__Halolamina_rubra
2249761,Halorubrum_sp_48_1_W,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_sp_48_1_W
668570,Methanospirillum_lacunae,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanospirillum,s__Methanospirillum_lacunae
2005741,archaeon_BMS3Abin17,d__Archaea,k__Archaea,p__archaeon_BMS3Abin17__S+,c__archaeon_BMS3Abin17__S+,o__archaeon_BMS3Abin17__S+,f__archaeon_BMS3Abin17__S+,g__archaeon_BMS3Abin17__S+,s__archaeon_BMS3Abin17
427317,Sulfolobus_islandicus_M_14_25,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
176307,uncultured_Methanosarcina_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__uncultured_Methanosarcina_sp
1915647,Methanomassiliicoccaceae_archaeon_UBA358,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccaceae_archaeon_UBA358__S+,s__Methanomassiliicoccaceae_archaeon_UBA358
1674803,Methanomicrobiales_archaeon_Methan_06,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiales_archaeon_Methan_06__S+,g__Methanomicrobiales_archaeon_Methan_06__S+,s__Methanomicrobiales_archaeon_Methan_06
1805247,Candidatus_Micrarchaeota_archaeon_CG1_02_47_40,d__Archaea,k__Archaea,p__Candidatus_Micrarchaeota,c__Candidatus_Micrarchaeota_archaeon_CG1_02_47_40__S+,o__Candidatus_Micrarchaeota_archaeon_CG1_02_47_40__S+,f__Candidatus_Micrarchaeota_archaeon_CG1_02_47_40__S+,g__Candidatus_Micrarchaeota_archaeon_CG1_02_47_40__S+,s__Candidatus_Micrarchaeota_archaeon_CG1_02_47_40
2052168,Methanomassiliicoccaceae_archaeon,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccaceae_archaeon__S+,s__Methanomassiliicoccaceae_archaeon
2846742,Candidatus_Borrarchaeum_sp,d__Archaea,k__Archaea,p__Candidatus_Borrarchaeota,c__Candidatus_Borrarchaeia,o__Candidatus_Borrarchaeales,f__Candidatus_Borrarchaeaceae,g__Candidatus_Borrarchaeum,s__Candidatus_Borrarchaeum_sp
1841596,Candidatus_Heimdallarchaeota_archaeon_AB_125,d__Archaea,k__Archaea,p__Candidatus_Heimdallarchaeota,c__Candidatus_Heimdallarchaeota_archaeon_AB_125__S+,o__Candidatus_Heimdallarchaeota_archaeon_AB_125__S+,f__Candidatus_Heimdallarchaeota_archaeon_AB_125__S+,g__Candidatus_Heimdallarchaeota_archaeon_AB_125__S+,s__Candidatus_Heimdallarchaeota_archaeon_AB_125
2250258,Archaeoglobales_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobales_archaeon__S+,g__Archaeoglobales_archaeon__S+,s__Archaeoglobales_archaeon
1884223,Methanothermobacter_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_sp
1353260,Candidatus_Nitrosocosmicus_oleophilus,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrosocosmicus,s__Candidatus_Nitrosocosmicus_oleophilus
392018,Methanobacterium_alcaliphilum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_alcaliphilum
2282128,Halorubrum_sp_Atlit_26R,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_sp_Atlit_26R
1945595,Methanosarcinaceae_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcinaceae_archaeon__S+,s__Methanosarcinaceae_archaeon
489913,Halarchaeum_nitratireducens,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,s__Halarchaeum_nitratireducens
1915447,Methanobacterium_sp_UBA355,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA355
2799010,Candidatus_Kariarchaeota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Kariarchaeota,c__Candidatus_Kariarchaeota_archaeon__S+,o__Candidatus_Kariarchaeota_archaeon__S+,f__Candidatus_Kariarchaeota_archaeon__S+,g__Candidatus_Kariarchaeota_archaeon__S+,s__Candidatus_Kariarchaeota_archaeon
337243,Halorubrum_ezzemoulense,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_ezzemoulense
2026886,Nitrosarchaeum_sp,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrosopumilales__O+,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosarchaeum,s__Nitrosarchaeum_sp
1132498,Sulfolobus_islandicus_M_16_12,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
1917475,Methanosaeta_sp_ASP1_1,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanotrichales,f__Methanotrichaceae,g__Methanothrix,s__Methanosaeta_sp_ASP1_1
1230451,Haloarcula_argentinensis_DSM_12282,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_argentinensis
415426,Hyperthermus_butylicus_DSM_5456,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Hyperthermus,s__Hyperthermus_butylicus
1236180,Halopelagius_longus,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halopelagius,s__Halopelagius_longus
1915585,Methanosarcina_sp_UBA383,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_sp_UBA383
1241935,Sulfolobus_islandicus_LAL14_1,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
1915431,Methanobacterium_sp_UBA299,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA299
253108,Natronolimnobius_baerhuensis,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronolimnobius,s__Natronolimnobius_baerhuensis
2834276,Methanospirillum_sp_J_3_6_1_F_2_7_3,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanospirillum,s__Methanospirillum_sp_J_3_6_1_F_2_7_3
2026739,Euryarchaeota_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Euryarchaeota_archaeon__S+,o__Euryarchaeota_archaeon__S+,f__Euryarchaeota_archaeon__S+,g__Euryarchaeota_archaeon__S+,s__Euryarchaeota_archaeon
2838159,Methanothermococcus_sp_SCGC_AD_155_N22,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanothermococcus,s__Methanothermococcus_sp_SCGC_AD_155_N22
1915916,Euryarchaeota_archaeon_UBA53,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Euryarchaeota_archaeon_UBA53__S+,g__Euryarchaeota_archaeon_UBA53__S+,s__Euryarchaeota_archaeon_UBA53
1919232,Thermoplasmatales_archaeon_SW_10_69_26,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmatales_archaeon_SW_10_69_26__S+,g__Thermoplasmatales_archaeon_SW_10_69_26__S+,s__Thermoplasmatales_archaeon_SW_10_69_26
1202767,Halolamina_salifodinae,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halolamina,s__Halolamina_salifodinae
183757,uncultured_Methanosarcinales_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__uncultured_Methanosarcinales_archaeon__S+,g__uncultured_Methanosarcinales_archaeon__S+,s__uncultured_Methanosarcinales_archaeon
1235852,uncultured_Methanomassiliicoccales_archaeon,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__uncultured_Methanomassiliicoccales_archaeon__S+,g__uncultured_Methanomassiliicoccales_archaeon__S+,s__uncultured_Methanomassiliicoccales_archaeon
66852,Methanobrevibacter_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp
1974448,Candidatus_Woesearchaeota_archaeon_CG_4_10_14_0_2_um_filter_33_10,d__Archaea,k__Archaea,p__Candidatus_Woesearchaeota,c__Candidatus_Woesearchaeota_archaeon_CG_4_10_14_0_2_um_filter_33_10__S+,o__Candidatus_Woesearchaeota_archaeon_CG_4_10_14_0_2_um_filter_33_10__S+,f__Candidatus_Woesearchaeota_archaeon_CG_4_10_14_0_2_um_filter_33_10__S+,g__Candidatus_Woesearchaeota_archaeon_CG_4_10_14_0_2_um_filter_33_10__S+,s__Candidatus_Woesearchaeota_archaeon_CG_4_10_14_0_2_um_filter_33_10
1915428,Methanobacterium_sp_UBA294,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA294
2008440,Thermococcus_sp_5_4,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_sp_5_4
1797984,Euryarchaeota_archaeon_RBG_19FT_COMBO_69_17,d__Archaea,k__Archaea,p__Euryarchaeota,c__Euryarchaeota_archaeon_RBG_19FT_COMBO_69_17__S+,o__Euryarchaeota_archaeon_RBG_19FT_COMBO_69_17__S+,f__Euryarchaeota_archaeon_RBG_19FT_COMBO_69_17__S+,g__Euryarchaeota_archaeon_RBG_19FT_COMBO_69_17__S+,s__Euryarchaeota_archaeon_RBG_19FT_COMBO_69_17
1432656,Thermococcus_guaymasensis_DSM_11113,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_guaymasensis
2833567,Candidatus_Nitrosotalea_sp,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Candidatus_Nitrosotalea__G+,o__Candidatus_Nitrosotalea__G+,f__Candidatus_Nitrosotalea__G+,g__Candidatus_Nitrosotalea,s__Candidatus_Nitrosotalea_sp
1348249,Methanobrevibacter_boviskoreani,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_boviskoreani
1915424,Methanobacterium_sp_UBA176,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA176
2169593,Nitrososphaeraceae_archaeon,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaeraceae_archaeon__S+,s__Nitrososphaeraceae_archaeon
1227467,Halorubrum_distributum_JCM_9100,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_distributum
1470067,Nitrosopumilus_ureiphilus,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrosopumilales__O+,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus_ureiphilus
1915928,Euryarchaeota_archaeon_UBA550,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Euryarchaeota_archaeon_UBA550__S+,g__Euryarchaeota_archaeon_UBA550__S+,s__Euryarchaeota_archaeon_UBA550
2558242,halophilic_archaeon_LT46,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__halophilic_archaeon_LT46__S+,g__halophilic_archaeon_LT46__S+,s__halophilic_archaeon_LT46
1935138,Euryarchaeota_archaeon_JdFR_20,d__Archaea,k__Archaea,p__Euryarchaeota,c__Euryarchaeota_archaeon_JdFR_20__S+,o__Euryarchaeota_archaeon_JdFR_20__S+,f__Euryarchaeota_archaeon_JdFR_20__S+,g__Euryarchaeota_archaeon_JdFR_20__S+,s__Euryarchaeota_archaeon_JdFR_20
1132503,Sulfolobus_islandicus_M_16_40,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
420247,Methanobrevibacter_smithii_ATCC_35061,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_smithii
1729458,Natrialbaceae_archaeon_B1_Br10_E2g2,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrialbaceae_archaeon_B1_Br10_E2g2__S+,s__Natrialbaceae_archaeon_B1_Br10_E2g2
43776,Haloarcula_argentinensis,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_argentinensis
155863,Methanothermococcus_okinawensis,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanothermococcus,s__Methanothermococcus_okinawensis
1126238,Halorussus_ruber,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halorussus,s__Halorussus_ruber
2026795,Thaumarchaeota_archaeon,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Thaumarchaeota_archaeon__S+,o__Thaumarchaeota_archaeon__S+,f__Thaumarchaeota_archaeon__S+,g__Thaumarchaeota_archaeon__S+,s__Thaumarchaeota_archaeon
2559572,Halosimplex_halophilum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halosimplex,s__Halosimplex_halophilum
2268142,Ignisphaera_sp,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Ignisphaera,s__Ignisphaera_sp
1935139,Euryarchaeota_archaeon_JdFR_21,d__Archaea,k__Archaea,p__Euryarchaeota,c__Euryarchaeota_archaeon_JdFR_21__S+,o__Euryarchaeota_archaeon_JdFR_21__S+,f__Euryarchaeota_archaeon_JdFR_21__S+,g__Euryarchaeota_archaeon_JdFR_21__S+,s__Euryarchaeota_archaeon_JdFR_21
2056316,Methanophagales_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanophagales,f__Methanophagales_archaeon__S+,g__Methanophagales_archaeon__S+,s__Methanophagales_archaeon
2841257,Halapricum_desulfuricans,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum_desulfuricans
2604880,Cenarchaeum_sp_SB0672_bin_9,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Cenarchaeales__O+,o__Cenarchaeales,f__Cenarchaeaceae,g__Cenarchaeum,s__Cenarchaeum_sp_SB0672_bin_9
176306,uncultured_Methanobacterium_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__uncultured_Methanobacterium_sp
39152,Methanococcus_maripaludis,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanococcus,s__Methanococcus_maripaludis
115547,uncultured_archaeon,d__Archaea,k__Archaea,p__uncultured_archaeon__S+,c__uncultured_archaeon__S+,o__uncultured_archaeon__S+,f__uncultured_archaeon__S+,g__uncultured_archaeon__S+,s__uncultured_archaeon
1765055,Haloarcula_sp_CBA1127,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_sp_CBA1127
1132497,Sulfolobus_islandicus_M_16_2,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
619593,Acidianus_sulfidivorans_JP7,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Acidianus,s__Acidianus_sulfidivorans
1635283,Thermococcales_archaeon_44_46,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcales_archaeon_44_46__S+,g__Thermococcales_archaeon_44_46__S+,s__Thermococcales_archaeon_44_46
